cve_ent|year|month|homicides|pop_est|homicide_rate
10|2014|8|16|1633334.5821286472|11.54179499380794
10|2014|9|28|1633334.5821286472|20.871412613802693
10|2014|10|20|1633334.5821286472|14.427243742259925
10|2014|11|24|1633334.5821286472|17.889782240402308
10|2014|12|30|1633334.5821286472|21.640865613389888
10|2015|1|17|1633433.4411394356|12.262414987478882
10|2015|2|21|1633433.4411394356|16.770655791699056
10|2015|3|24|1633433.4411394356|17.31164468820548
10|2015|4|23|1633433.4411394356|17.143337031514594
10|2015|5|15|1633433.4411394356|10.819777930128424
10|2015|6|15|1633433.4411394356|11.180437194466041
10|2015|7|20|1633433.4411394356|14.426370573504567
10|2015|8|12|1633433.4411394356|8.65582234410274
10|2015|9|10|1633433.4411394356|7.453624796310693
10|2015|10|15|1633433.4411394356|10.819777930128424
10|2015|11|11|1633433.4411394356|8.198987275941763
10|2015|12|20|1633433.4411394356|14.426370573504567
10|2016|1|15|1633532.4363135446|10.819122230996776
10|2016|2|12|1633532.4363135446|9.58265111888286
10|2016|3|17|1633532.4363135446|12.261671861796346
10|2016|4|14|1633532.4363135446|10.434442329450222
10|2016|5|19|1633532.4363135446|13.704221492595915
10|2016|6|23|1633532.4363135446|17.14229811266822
10|2016|7|23|1633532.4363135446|16.589320754195054
10|2016|8|23|1633532.4363135446|16.589320754195054
10|2016|9|17|1633532.4363135446|12.670394257189555
10|2016|10|16|1633532.4363135446|11.54039704639656
10|2016|11|17|1633532.4363135446|12.670394257189555
10|2016|12|21|1633532.4363135446|15.146771123395483
10|2017|1|12|1633631.1591610129|8.654774731819268
10|2017|2|16|1633631.1591610129|12.776096032685587
10|2017|3|15|1633631.1591610129|10.818468414774085
10|2017|4|16|1633631.1591610129|11.924356297173215
10|2017|5|23|1633631.1591610129|16.588318235986932
10|2017|6|18|1633631.1591610129|13.414900834319866
10|2017|7|12|1633631.1591610129|8.654774731819268
10|2017|8|26|1633631.1591610129|18.752011918941747
10|2017|9|13|1633631.1591610129|9.688539491453238
10|2017|10|11|1633631.1591610129|7.933543504167662
10|2017|11|18|1633631.1591610129|13.414900834319866
10|2017|12|18|1633631.1591610129|12.982162097728903
10|2018|1|8|1633730.0181718012|5.769500680510662
10|2018|2|19|1633730.0181718012|15.170695985807054
10|2018|3|10|1633730.0181718012|7.211875850638328
10|2018|4|6|1633730.0181718012|4.471363027395763
10|2018|5|14|1633730.0181718012|10.096626190893659
10|2018|6|18|1633730.0181718012|13.414089082187289
10|2018|7|11|1633730.0181718012|7.933063435702159
10|2018|8|14|1633730.0181718012|10.096626190893659
10|2018|9|8|1633730.0181718012|5.961817369861017
10|2018|10|13|1633730.0181718012|9.375438605829826
10|2018|11|12|1633730.0181718012|8.942726054791526
10|2018|12|14|1633730.0181718012|10.096626190893659
10|2019|1|4|1633828.8771825898|2.8845757910298935
10|2019|2|17|1633828.8771825898|13.572959302435303
10|2019|3|9|1633828.8771825898|6.490295529817261
10|2019|4|13|1633828.8771825898|9.687367031542058
10|2019|5|19|1633828.8771825898|13.701735007391994
10|2019|6|10|1633828.8771825898|7.451820793493892
10|2019|7|22|1633828.8771825898|15.865166850664414
10|2019|8|16|1633828.8771825898|11.538303164119574
10|2019|9|12|1633828.8771825898|8.942184952192669
10|2019|10|13|1633828.8771825898|9.374871320847154
10|2019|11|11|1633828.8771825898|8.19700287284328
10|2019|12|15|1633828.8771825898|10.8171592163621
10|2020|1|1|1633927.8723566988|0.7211002556387002
10|2020|2|4|1633927.8723566988|3.1934439892571
10|2020|3|13|1633927.8723566988|9.374303323303103
10|2020|4|15|1633927.8723566988|11.17705396239985
10|2020|5|10|1633927.8723566988|7.211002556387002
10|2020|6|6|1633927.8723566988|4.47082158495994
10|2020|7|19|1633927.8723566988|13.700904857135303
10|2020|8|21|1633927.8723566988|15.143105368412701
10|2020|9|11|1633927.8723566988|8.196506239093225
10|2020|10|19|1633927.8723566988|13.700904857135303
10|2020|11|9|1633927.8723566988|6.7062323774399095
10|2020|12|10|1633927.8723566988|7.211002556387002
10|2021|1|14|1634026.5952041668|10.094793645792258
10|2021|2|10|1634026.5952041668|7.98312762805
10|2021|3|21|1634026.5952041668|15.142190468688387
10|2021|4|12|1634026.5952041668|8.941102943415999
10|2021|5|13|1634026.5952041668|9.373736956807097
10|2021|6|12|1634026.5952041668|8.941102943415999
10|2021|7|9|1634026.5952041668|6.489510200866452
10|2021|8|7|1634026.5952041668|5.047396822896129
10|2021|9|16|1634026.5952041668|11.92147059122133
10|2021|10|9|1634026.5952041668|6.489510200866452
10|2021|11|8|1634026.5952041668|5.960735295610665
10|2021|12|8|1634026.5952041668|5.76845351188129
10|2022|1|6|1634125.4542149554|4.326078405103751
10|2022|2|2|1634125.4542149554|1.5965289352168603
10|2022|3|7|1634125.4542149554|5.047091472621043
10|2022|4|10|1634125.4542149554|7.450468364345348
10|2022|5|8|1634125.4542149554|5.768104540138335
10|2022|6|17|1634125.4542149554|12.665796219387094
10|2022|7|10|1634125.4542149554|7.21013067517292
10|2022|8|10|1634125.4542149554|7.21013067517292
10|2022|9|9|1634125.4542149554|6.705421527910814
10|2022|10|14|1634125.4542149554|10.094182945242085
10|2022|11|8|1634125.4542149554|5.960374691476279
10|2022|12|10|1634125.4542149554|7.21013067517292
11|2000|1|25|4663186.413501453|6.316634710550403
11|2000|2|29|4663186.413501453|8.11236372112116
11|2000|3|20|4663186.413501453|5.053307768440323
11|2000|4|23|4663186.413501453|6.005014064829917
11|2000|5|21|4663186.413501453|5.305973156862339
11|2000|6|9|4663186.413501453|2.34978811232475
11|2000|7|23|4663186.413501453|5.811303933706371
11|2000|8|20|4663186.413501453|5.053307768440323
11|2000|9|14|4663186.413501453|3.655225952505167
11|2000|10|15|4663186.413501453|3.7899808263302424
11|2000|11|14|4663186.413501453|3.655225952505167
11|2000|12|24|4663186.413501453|6.063969322128388
11|2001|1|25|4663595.380894242|6.316080782214476
11|2001|2|12|4663595.380894242|3.356545787119693
11|2001|3|21|4663595.380894242|5.30550785706016
11|2001|4|25|4663595.380894242|6.526616808288292
11|2001|5|18|4663595.380894242|4.547578163194423
11|2001|6|17|4663595.380894242|4.438099429636039
11|2001|7|18|4663595.380894242|4.547578163194423
11|2001|8|14|4663595.380894242|3.537005238040107
11|2001|9|16|4663595.380894242|4.177034757304507
11|2001|10|21|4663595.380894242|5.30550785706016
11|2001|11|23|4663595.380894242|6.004487463625229
11|2001|12|20|4663595.380894242|5.052864625771582
11|2002|1|20|4664004.9123546155|5.052420949774632
11|2002|2|19|4664004.9123546155|5.314064177530819
11|2002|3|21|4664004.9123546155|5.305041997263364
11|2002|4|16|4664004.9123546155|4.176667985147029
11|2002|5|13|4664004.9123546155|3.2840736173535108
11|2002|6|17|4664004.9123546155|4.437709734218719
11|2002|7|11|4664004.9123546155|2.7788315223760476
11|2002|8|7|4664004.9123546155|1.7683473324211212
11|2002|9|15|4664004.9123546155|3.9156262360753398
11|2002|10|16|4664004.9123546155|4.041936759819706
11|2002|11|25|4664004.9123546155|6.526043726792233
11|2002|12|20|4664004.9123546155|5.052420949774632
11|2003|1|18|4664414.443814989|4.546779616517763
11|2003|2|21|4664414.443814989|5.872923671335444
11|2003|3|16|4664414.443814989|4.041581881349123
11|2003|4|17|4664414.443814989|4.4373201072312245
11|2003|5|16|4664414.443814989|4.041581881349123
11|2003|6|19|4664414.443814989|4.9593577669054865
11|2003|7|15|4664414.443814989|3.788983013764803
11|2003|8|17|4664414.443814989|4.294180748933443
11|2003|9|23|4664414.443814989|6.0034330862540095
11|2003|10|15|4664414.443814989|3.788983013764803
11|2003|11|23|4664414.443814989|6.0034330862540095
11|2003|12|19|4664414.443814989|4.799378484102084
11|2004|1|19|4664824.539342949|4.798956559625242
11|2004|2|13|4664824.539342949|3.6352997998664898
11|2004|3|19|4664824.539342949|4.798956559625242
11|2004|4|14|4664824.539342949|3.6539423629427286
11|2004|5|8|4664824.539342949|2.02061328826326
11|2004|6|16|4664824.539342949|4.175934129077404
11|2004|7|14|4664824.539342949|3.5360732544607045
11|2004|8|12|4664824.539342949|3.0309199323948897
11|2004|9|10|4664824.539342949|2.6099588306733774
11|2004|10|14|4664824.539342949|3.5360732544607045
11|2004|11|15|4664824.539342949|3.914938246010066
11|2004|12|19|4664824.539342949|4.798956559625242
11|2005|1|11|4665233.506735737|2.778099714034719
11|2005|2|21|4665233.506735737|5.871892577391566
11|2005|3|25|4665233.506735737|6.313862986442543
11|2005|4|17|4665233.506735737|4.436541058473627
11|2005|5|17|4665233.506735737|4.29342683078093
11|2005|6|21|4665233.506735737|5.4804330722321275
11|2005|7|20|4665233.506735737|5.051090389154035
11|2005|8|14|4665233.506735737|3.5357632724078245
11|2005|9|13|4665233.506735737|3.3926490447151263
11|2005|10|18|4665233.506735737|4.545981350238632
11|2005|11|18|4665233.506735737|4.697514061913252
11|2005|12|22|4665233.506735737|5.556199428069438
11|2006|1|19|4665643.038196112|4.7981146734354345
11|2006|2|22|4665643.038196112|6.15096655504317
11|2006|3|18|4665643.038196112|4.54558232220199
11|2006|4|20|4665643.038196112|5.219001925491174
11|2006|5|11|4665643.038196112|2.777855863567883
11|2006|6|15|4665643.038196112|3.9142514441183804
11|2006|7|22|4665643.038196112|5.555711727135766
11|2006|8|19|4665643.038196112|4.7981146734354345
11|2006|9|13|4665643.038196112|3.3923512515692633
11|2006|10|14|4665643.038196112|3.535452917268215
11|2006|11|20|4665643.038196112|5.219001925491174
11|2006|12|12|4665643.038196112|3.030388214801327
11|2007|1|14|4666052.569656486|3.5351426166072866
11|2007|2|10|4666052.569656486|2.795648497827191
11|2007|3|16|4666052.569656486|4.040162990408327
11|2007|4|15|4666052.569656486|3.913907896958067
11|2007|5|19|4666052.569656486|4.797693551109889
11|2007|6|14|4666052.569656486|3.6529807038275295
11|2007|7|18|4666052.569656486|4.545183364209368
11|2007|8|15|4666052.569656486|3.7876528035078065
11|2007|9|16|4666052.569656486|4.174835090088606
11|2007|10|24|4666052.569656486|6.060244485612491
11|2007|11|29|4666052.569656486|7.566888600785597
11|2007|12|30|4666052.569656486|7.575305607015613
11|2008|1|29|4666462.665184445|7.3221518822000995
11|2008|2|26|4666462.665184445|7.26804731164197
11|2008|3|22|4666462.665184445|5.554735910634558
11|2008|4|28|4666462.665184445|7.30531934913757
11|2008|5|24|4666462.665184445|6.059711902510427
11|2008|6|23|4666462.665184445|6.000798036791575
11|2008|7|11|4666462.665184445|2.777367955317279
11|2008|8|31|4666462.665184445|7.827127874075969
11|2008|9|16|4666462.665184445|4.174468199507183
11|2008|10|28|4666462.665184445|7.069663886262164
11|2008|11|28|4666462.665184445|7.30531934913757
11|2008|12|35|4666462.665184445|8.837079857827707
11|2009|1|57|4666871.632577234|14.390554584560986
11|2009|2|22|4666871.632577234|6.149347259818668
11|2009|3|50|4666871.632577234|12.623293495228936
11|2009|4|31|4666871.632577234|8.087323365943337
11|2009|5|41|4666871.632577234|10.351100666087728
11|2009|6|45|4666871.632577234|11.73966295056291
11|2009|7|39|4666871.632577234|9.84616892627857
11|2009|8|48|4666871.632577234|12.118361755419778
11|2009|9|37|4666871.632577234|9.652611759351727
11|2009|10|36|4666871.632577234|9.088771316564834
11|2009|11|48|4666871.632577234|12.522307147267103
11|2009|12|37|4666871.632577234|9.341237186469412
11|2010|1|37|5486389.536052371|7.945909518863143
11|2010|2|30|5486389.536052371|7.132911054577917
11|2010|3|54|5486389.536052371|11.596732811313776
11|2010|4|36|5486389.536052371|7.988860381127267
11|2010|5|39|5486389.536052371|8.375418141504394
11|2010|6|30|5486389.536052371|6.65738365093939
11|2010|7|26|5486389.536052371|5.583612094336263
11|2010|8|35|5486389.536052371|7.516400896221892
11|2010|9|40|5486389.536052371|8.876511534585852
11|2010|10|40|5486389.536052371|8.59017245282502
11|2010|11|44|5486389.536052371|9.764162688044438
11|2010|12|39|5486389.536052371|8.375418141504394
11|2011|1|40|5486726.412847922|8.589645029084268
11|2011|2|43|5486726.412847922|10.223211449794045
11|2011|3|49|5486726.412847922|10.52231516062823
11|2011|4|56|5486726.412847922|12.426353142075243
11|2011|5|49|5486726.412847922|10.52231516062823
11|2011|6|69|5486726.412847922|15.31104226434271
11|2011|7|47|5486726.412847922|10.092832909174016
11|2011|8|49|5486726.412847922|10.52231516062823
11|2011|9|58|5486726.412847922|12.87015146857793
11|2011|10|50|5486726.412847922|10.737056286355335
11|2011|11|52|5486726.412847922|11.538756489069867
11|2011|12|52|5486726.412847922|11.166538537809549
11|2012|1|39|5487063.753640257|8.374389020198278
11|2012|2|48|5487063.753640257|11.411255368182266
11|2012|3|55|5487063.753640257|11.810035797715518
11|2012|4|56|5487063.753640257|12.425589178687357
11|2012|5|60|5487063.753640257|12.883675415689655
11|2012|6|64|5487063.753640257|14.200673347071266
11|2012|7|79|5487063.753640257|16.963505963991377
11|2012|8|62|5487063.753640257|13.313131262879311
11|2012|9|63|5487063.753640257|13.978787826023277
11|2012|10|60|5487063.753640257|12.883675415689655
11|2012|11|56|5487063.753640257|12.425589178687357
11|2012|12|45|5487063.753640257|9.662756561767242
11|2013|1|42|5487400.166439024|9.01801989467094
11|2013|2|53|5487400.166439024|12.599155346041115
11|2013|3|49|5487400.166439024|10.52102321044943
11|2013|4|66|5487400.166439024|14.643546590870429
11|2013|5|57|5487400.166439024|12.238741285624846
11|2013|6|65|5487400.166439024|14.421674672826938
11|2013|7|62|5487400.166439024|13.312315082609482
11|2013|8|71|5487400.166439024|15.244747917181828
11|2013|9|57|5487400.166439024|12.646699328479007
11|2013|10|66|5487400.166439024|14.171174120197191
11|2013|11|49|5487400.166439024|10.871723984131076
11|2013|12|65|5487400.166439024|13.956459360800263
11|2014|1|69|5487737.043234576|14.814408927517228
11|2014|2|50|5487737.043234576|11.885265961517444
11|2014|3|75|5487737.043234576|16.102618399475247
11|2014|4|53|5487737.043234576|11.75848979126126
11|2014|5|78|5487737.043234576|16.746723135454257
11|2014|6|58|5487737.043234576|12.867781281002886
11|2014|7|58|5487737.043234576|12.452691562260856
11|2014|8|69|5487737.043234576|14.814408927517228
11|2014|9|68|5487737.043234576|15.086364260486144
11|2014|10|64|5487737.043234576|13.74090103421888
11|2014|11|71|5487737.043234576|15.75193915433112
11|2014|12|68|5487737.043234576|14.599707348857558
11|2015|1|67|5488073.920030126|14.384122769218227
11|2015|2|70|5488073.920030126|16.638350964394217
11|2015|3|66|5488073.920030126|14.169434369677655
11|2015|4|79|5488073.920030126|17.52572968249524
11|2015|5|70|5488073.920030126|15.028187967839937
11|2015|6|94|5488073.920030126|20.853399875374084
11|2015|7|67|5488073.920030126|14.384122769218227
11|2015|8|101|5488073.920030126|21.683528353597623
11|2015|9|93|5488073.920030126|20.631555195848826
11|2015|10|104|5488073.920030126|22.327593552219334
11|2015|11|84|5488073.920030126|18.634953080121523
11|2015|12|77|5488073.920030126|16.531006764623932
11|2016|1|75|5488411.260822461|16.10064029178251
11|2016|2|79|5488411.260822461|18.77641336884541
11|2016|3|88|5488411.260822461|18.891417942358146
11|2016|4|78|5488411.260822461|17.302821433568937
11|2016|5|106|5488411.260822461|22.75557161238595
11|2016|6|107|5488411.260822461|23.73592171015226
11|2016|7|117|5488411.260822461|25.116998855180718
11|2016|8|126|5488411.260822461|27.04907569019462
11|2016|9|125|5488411.260822461|27.728880502514322
11|2016|10|116|5488411.260822461|24.90232365129029
11|2016|11|107|5488411.260822461|23.73592171015226
11|2016|12|113|5488411.260822461|24.258298039618985
11|2017|1|155|5488747.673621228|33.27261715412621
11|2017|2|148|5488747.673621228|35.17390956293342
11|2017|3|166|5488747.673621228|35.63389966183839
11|2017|4|182|5488747.673621228|40.3707754803398
11|2017|5|175|5488747.673621228|37.56585807723926
11|2017|6|196|5488747.673621228|43.47621974805824
11|2017|7|205|5488747.673621228|44.00571946190885
11|2017|8|179|5488747.673621228|38.42450626186188
11|2017|9|190|5488747.673621228|42.1453150618932
11|2017|10|244|5488747.673621228|52.37753926197932
11|2017|11|227|5488747.673621228|50.35256062657766
11|2017|12|224|5488747.673621228|48.08429833886626
11|2018|1|255|5489084.550416779|54.735462331755976
11|2018|2|211|5489084.550416779|50.143509679554036
11|2018|3|309|5489084.550416779|66.32650141377489
11|2018|4|279|5489084.550416779|61.88326976566764
11|2018|5|316|5489084.550416779|67.82904351699956
11|2018|6|280|5489084.550416779|62.10507359995319
11|2018|7|280|5489084.550416779|60.10168412898696
11|2018|8|311|5489084.550416779|66.75579915755337
11|2018|9|355|5489084.550416779|78.74036117136923
11|2018|10|279|5489084.550416779|59.88703525709772
11|2018|11|262|5489084.550416779|58.11260458281335
11|2018|12|323|5489084.550416779|69.33158562022423
11|2019|1|304|5489421.42721233|65.24925256889664
11|2019|2|368|5489421.42721233|87.4487163188408
11|2019|3|311|5489421.42721233|66.75170246357519
11|2019|4|296|5489421.42721233|65.64990587414425
11|2019|5|280|5489421.42721233|60.097995787141635
11|2019|6|278|5489421.42721233|61.65768186828413
11|2019|7|287|5489421.42721233|61.60044568182018
11|2019|8|329|5489421.42721233|70.61514504989142
11|2019|9|330|5489421.42721233|73.19077344076892
11|2019|10|404|5489421.42721233|86.71282249287579
11|2019|11|419|5489421.42721233|92.93010324752176
11|2019|12|408|5489421.42721233|87.57136528983496
11|2020|1|535|5489758.768004665|114.82304288585767
11|2020|2|381|5489758.768004665|90.53237380005774
11|2020|3|379|5489758.768004665|81.34193131540198
11|2020|4|411|5489758.768004665|91.15018002546496
11|2020|5|409|5489758.768004665|87.78060661741269
11|2020|6|444|5489758.768004665|98.46880761875047
11|2020|7|461|5489758.768004665|98.94097714089791
11|2020|8|425|5489758.768004665|91.21456677848506
11|2020|9|457|5489758.768004665|101.3519033373175
11|2020|10|459|5489758.768004665|98.51173212076388
11|2020|11|441|5489758.768004665|97.8034778375427
11|2020|12|353|5489758.768004665|75.76174605365937
11|2021|1|398|5490095.180803432|85.41452479866062
11|2021|2|280|5490095.180803432|66.52890122508742
11|2021|3|366|5490095.180803432|78.54702531736127
11|2021|4|367|5490095.180803432|81.38702249869027
11|2021|5|307|5490095.180803432|65.8850731487156
11|2021|6|290|5490095.180803432|64.31127118425117
11|2021|7|344|5490095.180803432|73.82561942396798
11|2021|8|317|5490095.180803432|68.03116673662166
11|2021|9|299|5490095.180803432|66.3071382210038
11|2021|10|342|5490095.180803432|73.39640070638677
11|2021|11|347|5490095.180803432|76.95176241701779
11|2021|12|330|5490095.180803432|70.82108840089951
11|2022|1|299|5490432.057598983|64.16426110609076
11|2022|2|259|5490432.057598983|61.53545776645995
11|2022|3|334|5490432.057598983|71.67512779075021
11|2022|4|295|5490432.057598983|65.41607222020068
11|2022|5|386|5490432.057598983|82.83412972224426
11|2022|6|310|5490432.057598983|68.74231318054986
11|2022|7|356|5490432.057598983|76.39624399253616
11|2022|8|306|5490432.057598983|65.66643444302265
11|2022|9|368|5490432.057598983|81.60377822723338
11|2022|10|385|5490432.057598983|82.61953353125398
11|2022|11|308|5490432.057598983|68.29881438583664
11|2022|12|337|5490432.057598983|72.31891636372102
12|2000|1|73|3079706.973798377|27.92813881409183
12|2000|2|76|3079706.973798377|32.19114239041113
12|2000|3|77|3079706.973798377|29.458447790206453
12|2000|4|46|3079706.973798377|18.185171666162073
12|2000|5|84|3079706.973798377|32.13648849840704
12|2000|6|63|3079706.973798377|24.905778586265452
12|2000|7|57|3079706.973798377|21.806902909633347
12|2000|8|61|3079706.973798377|23.337211885747966
12|2000|9|52|3079706.973798377|20.557150579139737
12|2000|10|54|3079706.973798377|20.65917117754738
12|2000|11|73|3079706.973798377|28.859076774561554
12|2000|12|68|3079706.973798377|26.015252593948553
12|2001|1|65|3079860.5186176393|24.86628110474594
12|2001|2|44|3079860.5186176393|18.63604803674366
12|2001|3|62|3079860.5186176393|23.718606592219203
12|2001|4|44|3079860.5186176393|17.393644834294083
12|2001|5|49|3079860.5186176393|18.745350371270014
12|2001|6|38|3079860.5186176393|15.021784175072163
12|2001|7|56|3079860.5186176393|21.423257567165734
12|2001|8|41|3079860.5186176393|15.684885004532054
12|2001|9|39|3079860.5186176393|15.417094284942483
12|2001|10|80|3079860.5186176393|30.60465366737962
12|2001|11|57|3079860.5186176393|22.532676262608245
12|2001|12|82|3079860.5186176393|31.36977000906411
12|2002|1|47|3080014.275213334|17.97933644297483
12|2002|2|53|3080014.275213334|22.44684633420034
12|2002|3|60|3080014.275213334|22.952344395287017
12|2002|4|47|3080014.275213334|18.57864765774066
12|2002|5|56|3080014.275213334|21.422188102267885
12|2002|6|48|3080014.275213334|18.973938033437268
12|2002|7|58|3080014.275213334|22.18726624877745
12|2002|8|46|3080014.275213334|17.596797369720047
12|2002|9|48|3080014.275213334|18.973938033437268
12|2002|10|46|3080014.275213334|17.596797369720047
12|2002|11|50|3080014.275213334|19.764518784830486
12|2002|12|49|3080014.275213334|18.7444145894844
12|2003|1|45|3080168.0318090287|17.21339899082812
12|2003|2|36|3080168.0318090287|15.246153391876337
12|2003|3|55|3080168.0318090287|21.038598766567706
12|2003|4|51|3080168.0318090287|20.1588028181476
12|2003|5|46|3080168.0318090287|17.59591896840208
12|2003|6|57|3080168.0318090287|22.530426679106142
12|2003|7|55|3080168.0318090287|21.038598766567706
12|2003|8|48|3080168.0318090287|18.360958923549997
12|2003|9|44|3080168.0318090287|17.391908313695968
12|2003|10|38|3080168.0318090287|14.535759147810417
12|2003|11|52|3080168.0318090287|20.55407346164069
12|2003|12|49|3080168.0318090287|18.743478901123957
12|2004|1|45|3080322.000181156|17.212538587590654
12|2004|2|60|3080322.000181156|25.408985534062396
12|2004|3|50|3080322.000181156|19.125042875100725
12|2004|4|47|3080322.000181156|18.576791646014506
12|2004|5|43|3080322.000181156|16.447536872586625
12|2004|6|42|3080322.000181156|16.60053721558743
12|2004|7|50|3080322.000181156|19.125042875100725
12|2004|8|44|3080322.000181156|16.830037730088637
12|2004|9|40|3080322.000181156|15.8100354434166
12|2004|10|59|3080322.000181156|22.567550592618858
12|2004|11|56|3080322.000181156|22.13404962078324
12|2004|12|52|3080322.000181156|19.890044590104758
12|2005|1|50|3080475.5450004186|19.124089596553716
12|2005|2|44|3080475.5450004186|18.632327292642337
12|2005|3|27|3080475.5450004186|10.327008382139006
12|2005|4|56|3080475.5450004186|22.13294635974483
12|2005|5|35|3080475.5450004186|13.3868627175876
12|2005|6|53|3080475.5450004186|20.947252804758502
12|2005|7|72|3080475.5450004186|27.53868901903735
12|2005|8|41|3080475.5450004186|15.681753469174048
12|2005|9|54|3080475.5450004186|21.342483989753948
12|2005|10|37|3080475.5450004186|14.151826301449749
12|2005|11|57|3080475.5450004186|22.528177544740277
12|2005|12|64|3080475.5450004186|24.478834683588754
12|2006|1|56|3080629.301596113|21.417911310232917
12|2006|2|33|3080629.301596113|13.9735480040614
12|2006|3|44|3080629.301596113|16.82835888661158
12|2006|4|79|3080629.301596113|31.22170523735739
12|2006|5|61|3080629.301596113|23.330224820075145
12|2006|6|79|3080629.301596113|31.22170523735739
12|2006|7|77|3080629.301596113|29.44962805157026
12|2006|8|40|3080629.301596113|15.2985080787378
12|2006|9|79|3080629.301596113|31.22170523735739
12|2006|10|86|3080629.301596113|32.891792369286264
12|2006|11|85|3080629.301596113|33.59297398956175
12|2006|12|101|3080629.301596113|38.62873289881294
12|2007|1|61|3080783.058191808|23.329060448589914
12|2007|2|47|3080783.058191808|19.900726623884957
12|2007|3|76|3080783.058191808|29.065714657259562
12|2007|4|69|3080783.058191808|27.26822967187641
12|2007|5|105|3080783.058191808|40.15657946068756
12|2007|6|65|3080783.058191808|25.687462734376325
12|2007|7|86|3080783.058191808|32.890150796372666
12|2007|8|71|3080783.058191808|27.153496587703014
12|2007|9|40|3080783.058191808|15.807669375000815
12|2007|10|49|3080783.058191808|18.73973708165419
12|2007|11|32|3080783.058191808|12.646135500000652
12|2007|12|44|3080783.058191808|16.827519012097643
12|2008|1|63|3080937.026563935|24.09274359276205
12|2008|2|60|3080937.026563935|25.403913312096044
12|2008|3|60|3080937.026563935|22.94547008834481
12|2008|4|60|3080937.026563935|23.71031909128964
12|2008|5|98|3080937.026563935|37.47760114429652
12|2008|6|90|3080937.026563935|35.56547863693446
12|2008|7|63|3080937.026563935|24.09274359276205
12|2008|8|74|3080937.026563935|28.299413108958596
12|2008|9|88|3080937.026563935|34.775134667224805
12|2008|10|109|3080937.026563935|41.68427066049307
12|2008|11|112|3080937.026563935|44.25926230374066
12|2008|12|173|3080937.026563935|66.15943875472753
12|2009|1|86|3081090.571383198|32.88686814206493
12|2009|2|140|3081090.571383198|59.27284374441934
12|2009|3|115|3081090.571383198|43.976626003924025
12|2009|4|151|3081090.571383198|59.66799603604881
12|2009|5|134|3081090.571383198|51.242329430659304
12|2009|6|186|3081090.571383198|73.49832624307999
12|2009|7|145|3081090.571383198|55.44878930929551
12|2009|8|163|3081090.571383198|62.33208729251841
12|2009|9|169|3081090.571383198|66.78073728537913
12|2009|10|193|3081090.571383198|73.80425059788989
12|2009|11|151|3081090.571383198|59.66799603604881
12|2009|12|170|3081090.571383198|65.00892539710509
12|2010|1|113|3388771.9144478654|39.288426453665515
12|2010|2|97|3388771.9144478654|37.33890592483319
12|2010|3|151|3388771.9144478654|52.50046366817251
12|2010|4|103|3388771.9144478654|37.00529370694808
12|2010|5|141|3388771.9144478654|49.02361176961803
12|2010|6|96|3388771.9144478654|34.49037083366035
12|2010|7|83|3388771.9144478654|28.857870758002104
12|2010|8|135|3388771.9144478654|46.937500630485346
12|2010|9|121|3388771.9144478654|43.4722382382594
12|2010|10|208|3388771.9144478654|72.31851948993298
12|2010|11|156|3388771.9144478654|56.04685260469807
12|2010|12|189|3388771.9144478654|65.71250088267949
12|2011|1|162|3388847.1130515924|56.323750903381466
12|2011|2|186|3388847.1130515924|71.59672568538303
12|2011|3|181|3388847.1130515924|62.92962292291386
12|2011|4|178|3388847.1130515924|63.94947684873639
12|2011|5|229|3388847.1130515924|79.61814170910095
12|2011|6|212|3388847.1130515924|76.16454546029279
12|2011|7|235|3388847.1130515924|81.70420655737433
12|2011|8|278|3388847.1130515924|96.6543379700003
12|2011|9|207|3388847.1130515924|74.36821184094626
12|2011|10|207|3388847.1130515924|71.96923726543187
12|2011|11|144|3388847.1130515924|51.73440823718
12|2011|12|154|3388847.1130515924|53.542331105683616
12|2012|1|176|3388922.415230011|61.18987587427833
12|2012|2|150|3388922.415230011|57.73801193494201
12|2012|3|212|3388922.415230011|73.70598684856253
12|2012|4|226|3388922.415230011|81.19247544984734
12|2012|5|255|3388922.415230011|88.65578606784645
12|2012|6|210|3388922.415230011|75.44433559499087
12|2012|7|239|3388922.415230011|83.09307007927569
12|2012|8|263|3388922.415230011|91.43714406213182
12|2012|9|267|3388922.415230011|95.92208382791698
12|2012|10|212|3388922.415230011|73.70598684856253
12|2012|11|205|3388922.415230011|73.64804189034824
12|2012|12|209|3388922.415230011|72.66297760070552
12|2013|1|153|3388997.5102590467|53.192292954301244
12|2013|2|179|3388997.5102590467|68.89916750780057
12|2013|3|167|3388997.5102590467|58.05956159064254
12|2013|4|213|3388997.5102590467|76.52041620419416
12|2013|5|196|3388997.5102590467|68.14176090877807
12|2013|6|184|3388997.5102590467|66.10214357545411
12|2013|7|184|3388997.5102590467|63.96981636334267
12|2013|8|187|3388997.5102590467|65.01280249970152
12|2013|9|187|3388997.5102590467|67.17989591635825
12|2013|10|187|3388997.5102590467|65.01280249970152
12|2013|11|201|3388997.5102590467|72.20940684057759
12|2013|12|183|3388997.5102590467|63.62215431788972
12|2014|1|142|3389072.7088627736|49.366915049830965
12|2014|2|138|3389072.7088627736|53.11661533782113
12|2014|3|163|3389072.7088627736|56.667656007904554
12|2014|4|127|3389072.7088627736|45.623836749104335
12|2014|5|153|3389072.7088627736|53.19111269453617
