pop_est|est_date|ent_mun|month|year|day
61892.48024593754|2017.495890410959|20515|7|2017|1
61895.38439891625|2018.495890410959|20515|7|2018|1
61898.28855189496|2019.495890410959|20515|7|2019|1
4334.044448222902|2000.4972677595629|20516|7|2000|1
4334.162170272227|2001.495890410959|20516|7|2001|1
4334.280054689489|2002.495890410959|20516|7|2002|1
4334.397939106751|2003.495890410959|20516|7|2003|1
4334.515985891951|2004.4972677595629|20516|7|2004|1
4334.633707941275|2005.495890410959|20516|7|2005|1
4334.751592358538|2006.495890410959|20516|7|2006|1
4334.8694767758|2007.495890410959|20516|7|2007|1
4334.987523561|2008.4972677595629|20516|7|2008|1
4335.105245610324|2009.495890410959|20516|7|2009|1
4571.017753474457|2010.495890410959|20516|7|2010|1
4571.358807062719|2011.495890410959|20516|7|2011|1
4571.700330400665|2012.4972677595629|20516|7|2012|1
4572.040914239243|2013.495890410959|20516|7|2013|1
4572.381967827505|2014.495890410959|20516|7|2014|1
